code,entity,n,S_floor,S_floor_SE,S_floor_CI_lo,S_floor_CI_hi,S_floor_CV,S_ceil,S_ceil_SE,S_ceil_CI_lo,S_ceil_CI_hi,S_ceil_CV,k,k_SE,k_CI_lo,k_CI_hi,k_CV,t_mid,t_mid_SE,t_mid_CI_lo,t_mid_CI_hi,t_mid_CV,v,v_SE,v_CI_lo,v_CI_hi,v_CV,R2,RMSE,DW,pcov_valid,status,max_param_corr
EST,Estonia,230,-0.9609103764726646,0.06066945545165917,-1.0798225091579166,-0.8419982437874127,0.06313747560346494,-0.008692052408184376,0.07535114595593466,-0.1563802984818163,0.13899619366544755,8.66897050516913,0.18831224596078422,0.018696082352752667,0.151667924549389,0.22495656737217945,0.09928235021234945,2005.5560757820915,8.712642444068713,1988.4792965917168,2022.6328549724662,0.004344252723360582,16.591901254021874,3.5973422718937154,9.541110401110192,23.642692106933556,0.21681314376323932,0.8628012788727869,0.0997057485333299,0.12479179555139977,True,ok,0.9457320503604421
ETH,Ethiopia,237,-0.8647114469941681,0.0016190575384787942,-0.8678847997695865,-0.8615380942187497,0.001872367417023119,-0.2540662316452908,0.017741466721503618,-0.2888395064194379,-0.2192929568711437,0.06983008566944462,0.09616605898119346,0.013888607427988179,0.06894438842233663,0.12338772954005028,0.14442317357212567,1992.683168450384,1.1010333391023803,1990.5251431057434,1994.8411937950248,0.0005525380835923867,0.0050000028291750315,0.21150378839251896,-0.4095474224201621,0.41954742807851214,42.30073374326785,0.982842717839671,0.021827812050730495,0.45977676515651716,True,ok,0.9458844735968864
FIN,Finland,126,-1.0449999999999828,0.8287601024378406,-2.66936980077815,0.5793698007781847,0.7930718683615829,-0.05189993866013576,0.008324941816785232,-0.06821682462103482,-0.0355830526992367,0.16040369279240793,0.06774332024588824,0.02158355915464288,0.025439544302788192,0.11004709618898828,0.31860793176804647,1935.1777491297632,5.18663560572705,1925.0119433425382,1945.3435549169883,0.002680185635691319,6.866968170345408,11.396382074096298,-15.469940694883334,29.203877035574152,1.6595944223698158,0.9726814854362142,0.025182335470626545,0.3103743029608521,True,ok,0.9889180265629581
FJI,Fiji,124,-0.6905166990115319,0.005597090769459902,-0.7014869969196733,-0.6795464011033905,0.008105655920373952,-0.395636793094932,0.011543220002551353,-0.41826150429993264,-0.37301208188993135,0.02917630565209234,0.0993284561363884,0.034886688494613724,0.030950546686945496,0.1677063655858313,0.3512255183621362,1970.6845299060474,3.921184065237237,1962.9990091381824,1978.3700506739124,0.0019897573689403145,0.005000000000000001,0.6628133986355195,-1.2941142613256182,1.304114261325618,132.56267972710387,0.9091572717425557,0.04015372065167133,0.3729572890033269,True,ok,0.9561923994756709
FRA,France,127,-0.5154042594374972,0.011112892918685915,-0.5371855295581216,-0.4936229893168729,0.021561507719812644,-0.10396781055442124,0.011564664945408233,-0.12663455384742137,-0.0813010672614211,0.11123312959788442,0.08336652319174102,0.024309558707015715,0.03571978812599022,0.13101325825749183,0.29159856710234044,1947.246194959673,4.083436316382422,1939.2426597795634,1955.2497301397825,0.002097031349683541,0.005000000000000001,0.5978844252076673,-1.166853473407028,1.1768534734070277,119.57688504153343,0.9022491901157078,0.057568420880778674,0.18620377137417993,True,ok,0.948969461860918
GAB,Gabon,116,-0.9469357426422202,0.009730632365526378,-0.9660077820786519,-0.9278637032057886,0.0102759162288828,-0.016341383516472806,0.09151614207176498,-0.19571302197713214,0.16303025494418655,5.60026891110614,0.03299702740228896,0.00874536315075428,0.01585611562681057,0.05013793917776735,0.2650348785705353,1978.5416409290488,2.4093741707375447,1973.8192675544033,1983.2640143036942,0.001217752571336428,0.005000000000005184,0.29421757477424115,-0.5716664465575074,0.5816664465575179,58.84351495478722,0.9829835241489753,0.034411234903661825,0.34712016750153135,True,ok,0.9673764934405752
GBR,United Kingdom,126,-0.8136111954608164,0.10740460616565795,-1.024124223545506,-0.6030981673761269,0.1320097446604403,-0.0868988013054849,0.016300175319853057,-0.1188471449323969,-0.05495045767857291,0.18757652666060676,0.07120784254831801,0.021738730852130125,0.028599930078142967,0.11381575501849306,0.3052856268939665,1964.8395594096091,4.703508612292145,1955.6206825295164,1974.0584362897018,0.002393838514583575,4.009083507504325,2.8099832246057574,-1.4984836127229597,9.516650627731611,0.7009041391494951,0.9793791761731477,0.027479814157708452,0.26574127935670777,True,ok,0.9508619589024986
GEO,Georgia,213,-0.8646558690299805,0.008315076777093785,-0.8809534195130843,-0.8483583185468767,0.009616631396282667,-0.12845954447769653,0.013069955887490704,-0.15407665801717832,-0.10284243093821475,0.1017437508488125,0.18531502021447743,0.01797839170156095,0.15007737247941796,0.2205526679495369,0.0970152968753065,1999.9260615398387,1.6877852052056157,1996.6180025376357,2003.2341205420416,0.0008439238018160077,10.059841989648948,1.284114243847465,7.542978071707917,12.576705907589979,0.12764755601218702,0.9810500774490393,0.03104228068902183,0.26728839688150163,True,ok,0.9462473627865718
GHA,Ghana,124,-0.7964234648147909,0.04687876267569146,-0.8883058396591461,-0.7045410899704356,0.05886160409223147,-0.2004504986156102,0.012377615479048854,-0.22471062495454597,-0.17619037227667445,0.06174898822668701,0.465875293789047,0.054220968868250854,0.35960219480727534,0.5721483927708186,0.116385156266309,1997.3506618017923,1.7852290256102405,1993.8516129115962,2000.8497106919883,0.0008937985000589737,16.27713446697906,4.581419516345363,7.297552214942149,25.25671671901597,0.28146351715896634,0.9351314111954191,0.052865832386603626,0.267189004787881,True,ok,0.9702299709618193
GIN,Guinea,126,-0.9128714849496332,0.010824734463070106,-0.9340879644972506,-0.8916550054020158,0.01185789526952674,-0.5641604241246381,0.030730916085180388,-0.6243930196515917,-0.5039278285976845,0.05447194587047302,0.05077610155595466,0.023573059143949682,0.004572905633813282,0.09697929747809604,0.46425500228631084,1961.1589534748953,6.957922309896452,1947.5214257474981,1974.7964812022924,0.0035478625011848234,0.005000000000000001,0.7366178116645246,-1.4387709108624682,1.448770910862468,147.32356233290488,0.8518299850261661,0.054781496732136406,0.31175128189765144,True,ok,0.9436267054940647
GMB,Gambia,126,-0.8685774632875594,0.010414717172786631,-0.8889903089462211,-0.8481646176288976,0.011990545015256327,-0.24805855171572078,0.07869492841216852,-0.4023006114035711,-0.09381649202787049,0.317243359956218,0.039331078598059614,0.016535406592422527,0.006921681676911463,0.07174047551920776,0.42041579284932945,1973.4051707128297,4.719784435846682,1964.1543932185702,1982.655948207089,0.002391695585829346,0.005000000000000001,0.5150981311109313,-1.0045923369774254,1.0145923369774252,103.01962622218623,0.932014367320209,0.053544978318339174,0.12822499841183718,True,ok,0.9510711534377833
GNB,Guinea-Bissau,126,-0.9588116948444739,0.0057238329787326035,-0.9700304074827898,-0.9475929822061581,0.005969715439965561,-0.37313143434037355,0.010184207838046225,-0.39309248170294414,-0.35317038697780295,0.02729388869648572,0.13465292193101955,0.02547033533663293,0.084731064671219,0.1845747791908201,0.1891554596169919,1973.4629264658627,1.6805285941203025,1970.169090421387,1976.7567625103384,0.0008515632959621107,0.005000000000000001,0.3810213985168083,-0.7418019410929442,0.7518019410929442,76.20427970336164,0.971999790242043,0.04384263565513186,0.4192221131430327,True,ok,0.9571486930323946
GNQ,Equatorial Guinea,126,-0.9592939538732184,0.004134442174922741,-0.9673974605360669,-0.9511904472103698,0.004309880363813024,-0.562016224264595,0.009611011034993963,-0.5808538058931831,-0.5431786426360068,0.01710094943890648,0.10386584521115481,0.019819261162163752,0.06502009333331386,0.14271159708899578,0.1908159618965411,1978.69361165327,1.8357140484442396,1975.0956121183192,1982.2916111882207,0.0009277404230917965,0.5724426794881634,0.4102175975067222,-0.23158381162501207,1.376469170601339,0.716609037386082,0.9724633282033014,0.02700955866525992,0.6462628848599747,True,ok,0.9317010991530529
GRC,Greece,169,-0.9301848870467294,0.01757957582566316,-0.9646408556650292,-0.8957289184284296,0.01889901251941112,-0.07780698359937079,0.015785448559524903,-0.1087464627760396,-0.046867504422701975,0.20287958521569724,0.17447657393241595,0.05523881324007682,0.06620849998186538,0.2827446478829665,0.3165973058450457,1981.2149681017406,3.5097033892443172,1974.3359494588217,1988.0939867446596,0.0017714904468983826,9.235814849769742,3.426407752121403,2.5200556556117917,15.951574043927693,0.37099138601796755,0.9530519139176399,0.06710885570171558,0.1543491792781029,True,ok,0.9804644966921888
GTM,Guatemala,161,-0.9235310198317408,0.00583410707257461,-0.934965869693987,-0.9120961699694946,0.006317175002565191,-0.31829279799275034,0.01550759488838899,-0.34868768397399275,-0.28789791201150794,0.04872116172965435,0.2674042393042771,0.10306349862318305,0.06539978200283833,0.4694086966057158,0.38542208190614335,1997.0488953226013,1.9100915643508662,1993.3051158564735,2000.792674788729,0.000956457084663574,3.65298129108793,1.783497436548774,0.157326315452333,7.148636266723527,0.4882306517418854,0.9485703180540104,0.049669996305334516,0.15978029646118416,True,ok,0.9787951422193282
GUY,Guyana,116,-0.5546280906072505,0.004498041651058222,-0.5634442522433246,-0.5458119289711764,0.008110014128807309,-0.15113929291980857,0.011009009628158135,-0.17271695179099852,-0.12956163404861862,0.0728401556966347,0.06545467041460376,0.013041467020971316,0.03989339505349998,0.09101594577570754,0.19924425466301945,1963.0745048100773,3.0418962843954653,1957.1123880926623,1969.0366215274923,0.0015495572261480526,0.005000000000000191,0.3402286912162941,-0.6618482347839363,0.6718482347839367,68.04573824325622,0.9758875156171632,0.026586881362929506,0.3446906461087337,True,ok,0.955689002489164
HKG,Hong Kong,126,-0.5406879687500762,0.00934767411651654,-0.5590094100184486,-0.5223665274817038,0.017288481817203785,-0.11352803570636985,0.005371969125259906,-0.12405709519187927,-0.10299897622086043,0.047318436294925645,0.3785321642134297,0.19827401500156525,-0.010084905189638171,0.7671492336164976,0.5237970078806075,1980.4229181869432,2.544757422664864,1975.43519363852,1985.4106427353663,0.0012849565611947995,8.258740373530035,4.9213549418483185,-1.3871153124926696,17.904596059552738,0.5958965555596928,0.9719396399017307,0.02929959903684636,0.2536606524487818,True,ok,0.9879602362046438
HND,Honduras,127,-0.8973850777421996,0.016166876229711944,-0.929072155152435,-0.8656980003319641,0.018015539405209897,-0.2651235729628256,0.016834482996269468,-0.2981191596355138,-0.23212798629013748,0.06349674156899628,0.19845105332993965,0.08738375430675092,0.02717889488870784,0.36972321177117146,0.4403290022425274,1991.7656660992136,3.134824908954128,1985.6214092776636,1997.9099229207636,0.001573892432383146,5.22155627613162,2.8679286821552403,-0.3995839408926507,10.842696493155891,0.5492478737162897,0.9549233492481062,0.049612797634696636,0.18514804278936545,True,ok,0.9799308568062806
HRV,Croatia,85,-1.3059999999999998,4.864990494230877,-10.841381368692518,8.22938136869252,3.725107575980764,-4.645111267193541e-44,0.2129976870206654,-0.41747546656050416,0.41747546656050416,,0.043887620448877576,0.08581799189647264,-0.12431564366820881,0.21209088456596398,1.9554031642348346,1961.941814590744,22.382357592223283,1918.0723937099863,2005.8112354715015,0.011408267781321632,2.8398835754862204,29.93498806522208,-55.832693032349056,61.512460183321494,10.540920875637259,0.9209541587232049,0.05548783868854429,0.24011732249029705,True,ok,0.9934813380008705
HTI,Haiti,198,-0.7871220456500613,0.007755132494152893,-0.8023221053386009,-0.7719219859615216,0.009852515930675215,-0.5258151687755214,0.009674913987872725,-0.5447780001917519,-0.5068523373592908,0.018399838122591505,0.6689274585615025,0.9434870978470311,-1.1803072532186785,2.518162170341683,1.4104475541726997,1992.2876588235458,3.618839247707291,1985.1947338980394,1999.3805837490522,0.0018164240649084936,5.770004334268248,9.802632209767669,-13.443154796876385,24.98316346541288,1.698895120675995,0.7948093761641337,0.04856703488717707,0.18893625795444738,True,ok,0.9895059309181244
HUN,Hungary,185,-0.901496646008343,0.019346481292243686,-0.9394157493411406,-0.8635775426755454,0.021460402962014617,-0.12431047794243377,0.019660325347919474,-0.16284471562435593,-0.0857762402605116,0.15815501374730342,0.1689978648828908,0.03428180919560257,0.10180551885950977,0.23619021090627185,0.2028535048023156,1990.155878838394,3.4799958528662076,1983.3350869667763,1996.9766707100118,0.0017486046645237643,11.058124302675644,2.8583495218223822,5.455759239903775,16.660489365447514,0.2584841193303254,0.9400798256459275,0.06602077736569546,0.23471011708776054,True,ok,0.9379110477433316
IDN,Indonesia,226,-0.9473260018231475,0.005961040445382604,-0.9590096410960974,-0.9356423625501976,0.006292491110674113,-3.689099031453921e-32,0.20148865452473202,-0.39491776286847474,0.39491776286847474,,0.030529710797028778,0.013672746570796517,0.003731127518267603,0.05732829407578995,0.4478505106614761,1988.0667843116696,5.304314577049924,1977.6703277406518,1998.4632408826874,0.002668076655627262,0.4761474268432198,0.5294078130270177,-0.5614918866897349,1.5137867403761744,1.1118569232577935,0.9504499801925355,0.04902753380061466,0.1254066415271258,True,ok,0.9783177649556524
IND,India,237,-0.8231289586434034,0.004954495312518206,-0.8328397694559391,-0.8134181478308677,0.0060190997540454615,-0.3306196650386013,0.013916164232258442,-0.35789534693382785,-0.30334398314337474,0.04209115701158813,0.06859184023853347,0.014781225620936962,0.039620638021497026,0.09756304245556992,0.21549539376016297,1962.5082637341543,2.9211729225379126,1956.78276480598,1968.2337626623287,0.0014884894889459794,1.8025112942595378,0.649646212119521,0.5292047185052766,3.075817870013799,0.3604117290074414,0.9598673992960419,0.036407893463740154,0.1261182445049674,True,ok,0.9623386382768923
IRL,Ireland,126,-0.9882123561833468,0.15337542878287558,-1.288828196597783,-0.6875965157689107,0.15520492920695605,-0.08048723771485762,0.01663193200072409,-0.11308582443627684,-0.047888650993438406,0.20664061126865957,0.17125739825846306,0.11599104599462806,-0.05608505189100793,0.39859984840793405,0.6772907166297916,1989.5264399421212,7.984232261542934,1973.877344709497,2005.1755351747454,0.0040131320203893395,19.999999999999993,17.74076349526422,-14.771896450717875,54.77189645071786,0.8870381747632112,0.9700011637223748,0.031332254275654524,0.14644782386185445,True,ok,0.9698955311095079
IRN,Iran,237,-0.9467380974086088,0.00279955544300141,-0.9522252260768915,-0.9412509687403261,0.0029570537518922003,-0.67854298685899,0.01398348333852466,-0.7059506142024983,-0.6511353595154816,0.020608102374257697,0.04319529160367273,0.012135477261156997,0.01940975617180501,0.06698082703554044,0.28094444580911604,1947.0169590470462,5.108550878913761,1937.0041993243751,1957.0297187697172,0.0026237834525150235,0.0050000000000072825,0.4334702247199131,-0.8446016404510223,0.8546016404510369,86.69404494385635,0.9157709761883038,0.03001974834588531,0.15146703598888023,True,ok,0.9491005120374438
IRQ,Iraq,235,-0.9574003591013875,0.009142545686630145,-0.9753197486471826,-0.9394809695555925,0.009549344325723155,-0.0021389190128088074,12.842264232141137,-25.172976814009434,25.16869897598382,6004.090924077019,0.12546845632000456,0.4176726460830723,-0.6931699300028171,0.9441068426428263,3.3289055937518457,2048.3829275172657,866.8280008239545,349.4000459023148,3747.365809132217,0.42317673574568887,8.329325087738617,27.34538331957196,-45.26762621862242,61.92627639409965,3.2830250988554144,0.9104655160783439,0.042315505359325815,0.12293533791266184,True,ok,0.999967264677923
ISL,Iceland,103,-0.5662485251963695,0.025162709734746803,-0.6155674362764733,-0.5169296141162657,0.04443757222329298,-0.08071119386090764,0.006059017121991935,-0.09258686742001183,-0.06883552030180344,0.0750703444237691,0.35872761814758813,0.27689220950397075,-0.18398111248019455,0.9014363487753708,0.7718731301866237,1988.3444037325944,4.9419647933697375,1978.6581527375897,1998.030654727599,0.002485467197781479,17.229158021323645,14.745587244980392,-11.672192978837924,46.13050902148521,0.8558507169491704,0.9705755725839214,0.02682589364956356,0.22326938195598425,True,ok,0.9905580908294925
ISR,Israel,207,-0.9295833011554865,0.002658394236617947,-0.9347937538592577,-0.9243728484517153,0.0028597697842824,-0.1332004982935091,0.005895288534789818,-0.14475526382169715,-0.12164573276532106,0.044258757364401664,0.0588313165352428,0.0049844402313954025,0.04906181368170781,0.0686008193887778,0.08472426804199566,1934.6843314673756,1.9688810337967866,1930.8253246411339,1938.5433382936174,0.0010176755979118693,0.5290403441213766,0.18319003788264637,0.1699878698713897,0.8880928183713634,0.3462685595120086,0.9952363343995305,0.024117956064805345,0.2040447326538994,True,ok,0.9537985380735918
ITA,Italy,159,-0.9341886158091023,0.011215515408421323,-0.9561710260096081,-0.9122062056085964,0.012005622011040615,-0.07674521297774915,0.01409271711629404,-0.10436693852568547,-0.04912348742981283,0.18362991735236908,0.10271365736621972,0.021490772102840425,0.060591744044652486,0.14483557068778696,0.2092299374192888,1967.2274605915434,2.55741553788201,1962.2149261372947,1972.239995045792,0.0013000100848089002,3.3556764870673748,0.9773916007051406,1.4399889496852991,5.271364024449451,0.2912651456336639,0.9759641387406575,0.050800093218642726,0.13844483399682625,True,ok,0.9711843713189617
JAM,Jamaica,104,-0.593236189087812,0.003919375355761739,-0.600918164785105,-0.5855542133905189,0.006606770503647722,-0.10743492275875072,0.003613719736530645,-0.11451781344235078,-0.10035203207515066,0.03363635998180399,0.1477662253209418,0.01691700566201862,0.1146088942233853,0.1809235564184983,0.11448492796832037,1968.8141401769778,1.0766918702284876,1966.70382411133,1970.9244562426256,0.0005468732920273029,1.327466982312264,0.3986313313933381,0.5461495727813214,2.1087843918432068,0.30029472424163606,0.9937858399000751,0.01750763292684791,0.38215821398303085,True,ok,0.913866841963006
JOR,Jordan,104,-0.8163497140726903,0.003989006509218979,-0.8241681668307596,-0.808531261314621,0.004886394201473054,-0.35997783040912695,0.010708180536412083,-0.3809658642604946,-0.3389897965577593,0.02974677780640512,0.0994683689179396,0.014985637021147979,0.07009652035648956,0.12884021747938965,0.1506573113057778,1985.9414742156575,1.3019962800945373,1983.3895615066722,1988.493386924643,0.0006556065709885824,0.6009990629322695,0.3124940313740542,-0.011489238560876691,1.2134873644254156,0.5199576016797737,0.9870290127449928,0.02013731824248967,0.6445587880976988,True,ok,0.9343959273463818
JPN,Japan,227,-0.9683603340584939,0.01237287285396856,-0.9926111648522722,-0.9441095032647155,0.012777137206883131,-0.21436844973140876,0.014256276222171323,-0.24231075112686454,-0.18642614833595297,0.06650361207553449,0.07729883301466951,0.017604577610438148,0.042793860898210745,0.11180380513112828,0.22774700372381054,1952.4719140617276,3.605242279699401,1945.405639193517,1959.5381889299383,0.0018465014803718304,3.133158671243392,1.0622285526003277,1.0511907081467498,5.215126634340034,0.3390280110450911,0.9652318854564639,0.05392734135083275,0.14689542690815754,True,ok,0.9661334931061553
KAZ,Kazakhstan,225,-0.8624167458887766,0.009234986084078843,-0.8805173186135711,-0.8443161731639821,0.010708263873704806,-0.21686530749127364,0.00849186025482176,-0.23350935359072428,-0.200221261391823,0.03915730161295375,0.2011390377412986,0.017878837724525056,0.1660965158012295,0.2361815596813677,0.08888795494547655,1992.016516925231,1.5486633245184505,1988.9811368091748,1995.051897041287,0.0007774349817685666,10.499972973849493,1.3669623731095202,7.820726722554834,13.179219225144152,0.13018722776848876,0.9783848197730416,0.03140134428596758,0.2964117734507277,True,ok,0.9312646106214716
KEN,Kenya,126,-0.9610028192224966,0.00621359909765223,-0.973181473453895,-0.9488241649910982,0.006465744921205714,-9.703114718270553e-14,0.10231094941115096,-0.2005294608459529,0.20052946084575884,,0.03652536793824193,0.009881149100309886,0.017158315701634556,0.05589242017484931,0.27052839322569444,1984.6816293784439,2.114199451594705,1980.5377984533181,1988.8254603035696,0.0010652587398900966,0.005000000000000001,0.2751352620543796,-0.534265113626584,0.544265113626584,55.02705241087591,0.9822037667174364,0.035637379815979225,0.25863798438897606,True,ok,0.967339151586547
KGZ,Kyrgyzstan,138,-0.9039104736428368,0.0354580143912352,-0.9734081818496578,-0.8344127654360158,0.0392273520720878,-0.22852079666491526,0.015128597381478382,-0.2581728475326129,-0.19886874579721764,0.06620227831457176,0.2777417008912423,0.01630085475125381,0.24579202557878482,0.30969137620369974,0.05869069966427863,2004.5746690857288,2.371756433646717,1999.9260264757813,2009.2233116956763,0.0011831719068506723,19.99999999786437,2.9228196821928996,14.271273420766288,25.728726574962455,0.14614098412525012,0.9654759176076327,0.03497439914784363,0.33951731326020407,True,ok,0.9504084700998473
KHM,Cambodia,126,-0.9592612199328482,0.06636882213393232,-1.0893441113153555,-0.8291783285503409,0.06918743378219583,-0.4306697804140887,0.014077221264061633,-0.4582611340916495,-0.40307842673652794,0.032686809951063656,0.4366384403049294,0.04846128822648529,0.3416543153810182,0.5316225652288405,0.11098722364582014,1999.878504401288,2.4964974011539973,1994.9853694950261,2004.7716393075498,0.0012483245335452938,19.999999999999936,6.844749752269407,6.584290485551898,33.415709514447975,0.34223748761347145,0.8982207390023966,0.05424553101460167,0.3887293524056475,True,ok,0.9809296868066717
KOR,South Korea,237,-0.9654946364514075,0.006573112244001448,-0.9783779364496504,-0.9526113364531646,0.006808025643892085,-4.845525162875901e-20,0.058303655009284805,-0.11427516381819822,0.11427516381819822,,0.042433761940492774,0.00933200917627306,0.024143023954997577,0.06072449992598797,0.21991944031169933,1972.9045461693047,2.2986786720814743,1968.399135972025,1977.4099563665843,0.0011651241194333044,1.1141258631852915,0.44492952848654144,0.24206398735167034,1.9861877390189127,0.39935302032616465,0.9761081520155992,0.04498649558720078,0.1417774295232112,True,ok,0.9743437013794569
KWT,Kuwait,237,-0.8702183295201181,0.0012936364198319929,-0.8727538569029888,-0.8676828021372475,0.0014865653548637257,-0.5832816871387453,0.020264987647358738,-0.6230010629275684,-0.5435623113499222,0.03474305484673703,0.03682203197448229,0.008444663392456742,0.020270491725267077,0.053373572223697506,0.22933724565523445,1969.9618245072636,2.716670070736953,1964.637151168619,1975.2864978459081,0.0013790470642325568,0.0050000000000001935,0.26684047300433966,-0.5180073270885055,0.528007327088506,53.36809460086587,0.9694578596828569,0.01470042515281865,0.28927418868664484,True,ok,0.9503009055329766
LAO,Laos,230,-0.8567825280439704,0.002246391086696471,-0.8611854545738955,-0.8523796015140452,0.0026218918023748327,-0.4929570579005055,0.02098030775213021,-0.5340784610946807,-0.45183565470633025,0.04256011231786584,0.11194047973812327,0.0352059390492954,0.04293683920150429,0.18094412027474224,0.31450587965727117,1995.7409399189528,1.9535039450192497,1991.912072186715,1999.5698076511906,0.0009788364341008016,1.7377961879263248,0.8196270737474637,0.13132712338129604,3.3442652524713536,0.47164741149852973,0.9435813462465212,0.025057479299891723,0.17398152830632518,True,ok,0.9749639260549363
LBN,Lebanon,108,-0.900890720194148,0.3224181650418193,-1.5328303236761138,-0.2689511167121821,0.3578882075423488,-6.649575050402576e-11,203646.17590163188,-399146.5047671985,399146.5047671984,,0.10710972831343586,35911.20102585439,-70385.84690094629,70386.06112040291,335274.8773740441,2113.503322471286,34642507.17317007,-67897200.55609086,67901427.5627358,16391.035114467257,19.317600424479807,6476717.955034802,-12694347.874267787,12694386.509468637,335275.4903671847,0.8887420587639,0.021767174260232416,0.21859726543148508,True,ok,0.9999999999975812
LBR,Liberia,152,-0.7378792361032799,0.014263601945556571,-0.7658358959165708,-0.709922576289989,0.019330537095585267,-0.15520652608317836,0.010992645178436185,-0.1767521106329133,-0.13366094153344343,0.07082592115066734,0.4723287580831388,0.09452696313241767,0.2870559103436002,0.6576016058226775,0.20012959514901935,2004.73136660279,1.2266986912247204,2002.3270371679896,2007.1356960375906,0.0006119017797898176,9.232921069523401,2.6506876725875466,4.037573231251811,14.428268907794992,0.2870909057521461,0.9619434714492628,0.03824133003620273,0.40392736678275093,True,ok,0.9619592614778862
LBY,Libya,106,-0.9369311863374564,0.012392339258595621,-0.9612201712843038,-0.912642201390609,0.013226520196257238,-6.408194426037768e-06,1653.477268741862,-3240.815453142244,3240.815440325855,258025452.8519695,0.23870051652763258,394.9757961539606,-773.9138599452351,774.3912609782903,1654.6918368659549,2044.6048946600454,44814.15408453315,-85791.13711102492,89880.34690034502,21.918246504043687,6.93936462989093,11483.471558755427,-22500.664890530745,22514.54361979053,1654.8304018052327,0.8566255408451726,0.03897865925135309,0.32183240652505657,True,ok,0.9999999961687855
LKA,Sri Lanka,126,-0.6314149259721318,0.016693410555425996,-0.6641340106607667,-0.5986958412834968,0.02643809936821604,-0.315528871352593,0.020047200955145304,-0.35482138522467777,-0.27623635748050823,0.06353523488740663,0.03981416805231102,0.013938023748056017,0.012495641506121227,0.06713269459850081,0.3500769808813569,1946.4635383800953,6.524640496915821,1933.6752430061404,1959.2518337540503,0.003352048660693547,0.005000000000000001,0.6608043423433044,-1.2901765109928767,1.3001765109928765,132.16086846866085,0.9107976595237771,0.03417050904764065,0.1650281623928775,True,ok,0.941330135172194
LSO,Lesotho,126,-0.8918262262892234,0.037704120571592926,-0.9657263026095455,-0.8179261499689012,0.042277429683218695,-0.1971510694254993,0.008825150072813818,-0.21444836356821437,-0.1798537752827842,0.044763389306131676,0.3940128844123778,0.020349320576923215,0.3541282160816083,0.4338975527431473,0.05164633285348459,2000.4293407544437,1.2431076409771633,1997.9928497781284,2002.865831730759,0.0006214204199326214,19.999999999999996,2.9842230969739103,14.150922729931132,25.84907727006886,0.14921115484869554,0.9762785833232477,0.03214485898224005,0.47989282972158676,True,ok,0.9728826019102998
LTU,Lithuania,225,-0.885165658980087,0.024124761610234493,-0.9324501917361466,-0.8378811262240274,0.027254515994250984,-0.05065664859727411,0.028481073555565027,-0.10647955276618157,0.005166255571633339,0.5622376202182792,0.18993695206976896,0.02330152157740798,0.1442659697780493,0.2356079343614886,0.12268029640092731,1999.504414298258,3.501311018532327,1992.6418447019348,2006.3669838945814,0.0017510894167048587,12.012139279380536,2.3052569932003224,7.493835572707904,16.530442986053167,0.19191061138938142,0.925178814782766,0.07009903301564646,0.1527730722541304,True,ok,0.888405143985558
LUX,Luxembourg,86,-0.7411070997318732,0.03330257366354132,-0.8063801441124141,-0.6758340553513322,0.04493624966700486,-0.16873357859296856,0.005717069162815789,-0.1799390341520875,-0.1575281230338496,0.033882225520783384,0.45401872907645996,0.14452137296055131,0.1707568380737794,0.7372806200791405,0.31831588369609504,1945.35523383359,0.9749277109213729,1943.4443755201842,1947.266092146996,0.0005011566494208586,0.005000000000000001,0.8002038173886333,-1.5633994820817214,1.5733994820817212,160.04076347772664,0.8982036627170631,0.046470750918803504,0.38946845675349284,True,ok,0.927321045974047
LVA,Latvia,218,-0.8597748632535551,0.01941963429299541,-0.8978373464678261,-0.8217123800392842,0.022586883058557612,-0.025100369972592396,0.02619146968981456,-0.07643565056462893,0.026234910619444145,1.0434694675183498,0.19194273765246941,0.03488687792611815,0.12356445691727784,0.260321018387661,0.18175669656897445,1997.9932096057994,3.191628714699292,1991.7376173249888,2004.24880188661,0.0015974171980939788,9.91228569329285,2.49534515506633,5.021409189362843,14.803162197222857,0.25174265878502733,0.9276457339241271,0.07248537924789118,0.22569281248784562,True,ok,0.9425140765385166
MAR,Morocco,237,-0.9479092887995554,0.004768294590988503,-0.9572551461978929,-0.9385634314012179,0.00503032795155656,-0.26297936673882333,0.01086957130761817,-0.28428372650175493,-0.24167500697589173,0.04133241114088328,0.23149517505745712,0.034838013689540516,0.1632126682259577,0.29977768188895654,0.1504913166371339,2003.843736817171,1.1465152941693237,2001.596566840599,2006.090906793743,0.000572158034633182,7.391557706688938,1.3475214258100143,4.75041571210131,10.032699701276567,0.1823054732550602,0.9850026001390819,0.023974501770803534,0.2161084904546864,True,ok,0.9864129813126697
MDA,Moldova,211,-0.8565363068613413,0.0074513427570177355,-0.871140938665096,-0.8419316750575866,0.008699389269699669,-0.10399921120028717,0.01126986840548701,-0.1260881532750417,-0.08191026912553263,0.10836494118962982,0.18865033064047265,0.01859623288715435,0.15220171418165013,0.22509894709929518,0.09857514070619261,1998.2324695530128,1.4918187267461696,1995.3085048485902,2001.1564342574354,0.0007465691552294095,9.348626888953676,1.221306874937129,6.954865414076904,11.742388363830448,0.13064024155036322,0.9842816205324285,0.030222831306799085,0.24580449609133195,True,ok,0.9529505285058115
